gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_bucket,services_count,monthly_to_total_ratio,flag_internet_no_tech_support,flag_fiber_high_charges,flag_short_tenure_monthly,expected_tenure,CLV,CLV_quartile,Churn
0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2,2497.2,2,7,1.0171065493646136,0,0,0,24,1900.8000000000002,Premium,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,33.2,0,1,0.8157248157248157,0,0,1,12,244.20000000000002,Low,1
0,0,0,0,13,0,1,0,0,0,0,0,0,2,0,1,2,35.1,446.1,1,2,0.9776462853385931,1,0,0,12,421.20000000000005,Low,1
0,0,1,0,65,1,2,1,2,0,2,0,2,2,0,1,2,105.05,6914.95,2,7,1.0126972503935854,1,1,0,12,1260.6,High,0
1,0,0,0,12,1,2,1,0,0,0,0,2,0,0,1,2,84.45,1059.55,3,4,1.045539767120584,1,0,1,12,1013.4000000000001,High,1
1,0,0,0,40,1,0,0,2,2,0,2,0,0,0,1,3,61.9,2647.1,2,5,1.069103392568659,0,0,0,12,742.8,Medium,0
1,0,0,0,21,0,1,0,0,2,0,2,0,0,0,1,3,36.0,780.15,1,3,1.0319444444444443,0,0,0,12,432.0,Low,0
1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,33.75,1009.25,2,2,1.031162196679438,1,0,0,12,405.0,Low,0
0,1,1,0,56,1,2,1,2,2,2,2,0,0,1,0,2,95.65,5471.75,2,7,1.021534986184751,0,1,0,24,2295.6000000000004,Premium,0
1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,104.8,7470.1,2,7,0.9899941687871079,1,1,0,24,2515.2,Premium,0
1,0,0,0,10,1,0,0,0,0,0,0,0,2,0,1,0,56.75,503.25,3,3,0.886784140969163,1,0,1,12,681.0,Medium,0
1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,20.05,358.5,1,1,0.9933499584372402,0,0,0,12,240.60000000000002,Low,0
0,0,1,1,3,0,1,0,2,0,0,0,0,0,0,0,1,29.7,91.7,0,2,1.0291806958473626,1,0,1,12,356.4,Low,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.4,20.4,0,1,1.0,0,0,1,12,244.79999999999998,Low,0
1,0,0,0,10,1,2,0,2,0,0,0,0,0,0,1,1,54.5,568.2,3,4,1.0425688073394497,1,0,1,12,654.0,Medium,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.25,71.25,0,2,1.0,1,0,1,12,855.0,Medium,0
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,48.6,48.6,0,3,1.0,1,0,1,12,583.2,Medium,1
0,1,0,0,30,0,1,0,0,0,2,0,2,0,0,1,2,40.3,1172.95,2,3,0.9701819685690654,1,0,0,12,483.59999999999997,Low,1
1,0,1,1,11,1,0,0,0,0,2,0,2,0,0,1,0,59.65,683.25,3,4,1.0413015316619676,1,0,1,12,715.8,Medium,0
1,1,1,0,12,1,0,1,0,0,0,0,0,2,0,1,2,80.45,950.2,3,3,0.9842552309923347,1,0,1,12,965.4000000000001,High,1
0,0,1,1,72,0,1,0,2,0,2,0,2,2,2,1,1,53.8,3952.45,2,5,1.0203557414291615,1,0,0,24,1291.1999999999998,High,0
0,0,0,0,40,1,2,1,0,0,2,2,2,2,1,1,1,105.95,4335.2,2,7,1.0229353468617273,0,1,0,24,2542.8,Premium,0
1,0,0,0,57,0,1,0,2,0,2,0,2,2,0,1,2,53.75,3196.0,2,5,1.0431660546715626,1,0,0,12,645.0,Medium,0
0,0,0,0,25,1,0,0,2,2,2,2,2,0,1,0,3,74.3,1863.8,2,7,1.0033916554508748,0,0,0,24,1783.1999999999998,Premium,1
0,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,79.4,205.05,0,4,0.860831234256927,1,0,1,12,952.8000000000001,Medium,1
0,1,1,0,53,1,2,2,1,1,1,1,1,1,2,0,1,25.1,1275.6,2,2,0.9588814553108319,0,0,0,24,602.4000000000001,Medium,0
1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,152.6,3,1,0.9857881136950903,0,0,1,12,232.20000000000002,Low,0
1,1,1,0,50,1,2,1,2,2,2,0,2,0,1,1,0,101.9,5265.5,2,7,1.0334641805691855,1,1,0,24,2445.6000000000004,Premium,0
0,0,1,0,64,1,0,0,2,2,2,2,0,2,2,1,3,74.35,4759.55,2,7,1.0002416778749161,0,0,0,24,1784.3999999999999,Premium,0
1,0,0,0,7,1,0,1,2,0,0,0,0,0,0,0,3,74.35,533.6,3,3,1.0252665962148142,1,0,1,12,892.1999999999999,Medium,0
1,0,1,1,7,1,0,0,2,0,2,2,0,2,0,1,1,71.35,515.75,3,6,1.0326358994894385,0,0,1,12,856.1999999999999,Medium,0
1,0,1,0,35,1,0,0,2,2,2,0,0,0,0,0,3,61.0,2130.45,2,5,0.9978688524590164,1,0,0,12,732.0,Medium,0
1,0,1,1,46,1,0,0,2,0,2,2,0,0,1,0,3,56.9,2560.1,2,5,0.9781080461526706,0,0,0,24,1365.6,High,0
1,0,1,1,32,1,0,1,2,2,2,0,0,2,1,0,3,94.8,3131.55,2,6,1.0322883702531647,1,1,0,24,2275.2,Premium,0
0,0,1,0,29,1,0,2,1,1,1,1,1,1,0,0,3,19.85,573.05,2,1,0.9954833666290278,0,0,0,12,238.20000000000002,Low,0
0,0,1,1,48,1,0,0,2,0,2,2,2,0,1,0,0,69.7,3023.65,2,6,0.9037691296030607,0,0,0,24,1672.8000000000002,Premium,0
0,0,1,1,50,1,2,1,0,0,0,0,2,0,0,1,0,84.4,4116.15,2,4,0.9753909952606634,1,0,0,12,1012.8000000000001,High,1
1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,24.3,38.45,0,1,0.7911522633744856,1,0,1,12,291.6,Low,0
1,0,0,0,39,0,1,0,0,0,2,2,0,0,1,0,3,35.55,1309.15,2,3,0.9442460961448305,0,0,0,24,853.1999999999999,Medium,0
1,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,71.3,1389.2,1,2,0.9741935483870968,1,0,0,12,855.5999999999999,Medium,1
0,0,1,0,64,1,0,1,2,0,2,0,2,2,2,1,0,99.0,6375.8,2,6,1.0062815656565658,1,1,0,24,2376.0,Premium,0
0,0,1,1,55,1,2,2,1,1,1,1,1,1,2,1,1,25.65,1388.0,2,2,0.9838738259790891,0,0,0,24,615.5999999999999,Medium,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.25,20.25,0,1,1.0,0,0,1,12,243.0,Low,0
0,0,1,0,57,1,2,1,0,2,2,2,2,2,1,1,0,109.4,6252.7,2,8,1.0027101574777895,0,1,0,24,2625.6000000000004,Premium,0
0,0,0,0,45,1,2,1,2,2,2,2,2,2,0,1,2,115.65,5125.5,2,9,0.9848681366191094,0,1,0,12,1387.8000000000002,High,0
0,0,0,1,15,1,0,1,0,2,0,0,0,2,0,1,0,85.9,1269.55,1,4,0.9852929763290648,1,0,0,12,1030.8000000000002,High,1
0,0,1,0,15,1,0,1,0,0,0,0,2,2,0,0,2,88.15,1390.6,1,4,1.051692191340518,1,0,0,12,1057.8000000000002,High,1
0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,1,2,55.3,196.15,0,3,1.1823387582881255,1,0,1,12,663.5999999999999,Medium,1
1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,29.7,29.7,0,2,1.0,1,0,1,12,356.4,Low,1
1,0,0,0,44,1,0,1,2,2,2,0,2,2,1,1,2,106.05,4510.8,2,7,0.9666966696669668,1,1,0,24,2545.2,Premium,0
0,1,0,0,24,1,0,2,1,1,1,1,1,1,0,1,3,20.3,459.95,1,1,0.9440681444991789,0,0,0,12,243.60000000000002,Low,0
0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.35,1031.7,2,1,1.0253428741800834,0,0,0,24,464.40000000000003,Low,0
0,1,1,1,23,1,0,1,0,2,2,0,0,2,0,1,0,88.45,2130.55,1,5,1.047287831494089,1,0,0,12,1061.4,High,0
0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,79.4,244.65,0,3,1.0270780856423174,1,0,1,12,952.8000000000001,Medium,1
1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,79.45,145.15,0,4,0.9134675896790434,1,0,1,12,953.4000000000001,Medium,0
1,0,1,0,34,1,2,1,0,2,0,0,0,2,0,0,3,88.85,3000.25,2,5,0.9931642887881096,1,0,0,12,1066.1999999999998,High,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.3,19.3,0,1,1.0,0,0,1,12,231.60000000000002,Low,0
0,0,0,0,2,1,0,1,0,0,2,0,0,2,0,1,3,86.2,178.7,0,4,1.0365429234338746,1,0,1,12,1034.4,High,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,70.3,0,2,1.0,1,0,1,12,843.5999999999999,Medium,1
1,0,0,0,35,1,2,0,2,0,0,0,0,0,2,0,3,55.25,1924.1,2,4,0.9950096961861667,1,0,0,24,1326.0,High,0
0,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,2,76.6,893.0,3,3,0.9714969538729331,1,0,1,12,919.1999999999999,Medium,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.2,69.2,0,2,1.0,1,0,1,12,830.4000000000001,Medium,1
1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,20.35,215.25,3,1,0.9615814161268705,0,0,1,12,244.20000000000002,Low,0
0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.6,8012.75,2,8,0.9972060434090004,0,1,0,24,2678.3999999999996,Premium,0
0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,2,53.1,2459.8,2,4,1.0070416769016624,1,0,0,12,637.2,Medium,0
0,1,1,0,15,1,0,1,0,2,0,0,2,2,0,1,2,94.65,1285.05,1,5,0.9051241415742208,1,1,0,12,1135.8000000000002,High,0
1,0,1,1,30,1,2,1,0,0,0,0,2,0,0,0,2,85.45,2509.95,2,4,0.9791105909888823,1,0,0,12,1025.4,High,0
0,1,1,0,3,1,0,1,0,2,0,0,0,0,0,1,0,74.6,239.05,0,3,1.068141197497766,1,0,1,12,895.1999999999999,Medium,0
0,0,0,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.15,2494.65,1,7,0.9980196831493038,1,1,0,12,1249.8000000000002,High,0
1,0,0,0,14,0,1,0,0,0,2,2,2,2,0,1,2,55.0,771.95,1,5,1.0025324675324676,0,0,0,12,660.0,Medium,0
0,0,0,0,15,1,2,2,1,1,1,1,1,1,0,1,1,25.4,399.6,1,2,1.0488188976377952,0,0,0,12,304.79999999999995,Low,1
0,0,0,0,42,1,0,0,0,0,2,2,0,2,2,0,1,66.5,2762.75,2,5,0.9891693519513068,0,0,0,24,1596.0,Premium,0
1,0,0,1,66,1,0,2,1,1,1,1,1,1,2,0,3,20.55,1357.1,2,1,1.0005898400058983,0,0,0,24,493.20000000000005,Low,0
0,0,1,0,68,1,2,2,1,1,1,1,1,1,2,1,1,24.95,1614.9,2,2,0.9518448662029944,0,0,0,24,598.8,Medium,0
1,0,1,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.65,2542.45,1,7,1.012283006848224,1,1,0,12,1255.8000000000002,High,1
0,0,0,0,22,1,0,0,2,0,0,0,0,0,0,1,2,49.8,1049.05,1,3,0.9575118656443958,1,0,0,12,597.5999999999999,Medium,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,20.45,34.8,0,1,0.8508557457212713,0,0,0,24,490.79999999999995,Low,0
0,0,1,0,65,1,0,0,2,2,2,0,0,2,2,0,0,71.0,4386.2,2,6,0.9504225352112675,1,0,0,24,1704.0,Premium,0
0,0,0,0,5,1,2,1,0,0,2,0,2,2,0,1,2,100.5,514.0,0,6,1.0228855721393035,1,1,1,12,1206.0,High,1
1,0,1,0,72,1,2,0,0,2,2,0,2,2,2,0,0,82.15,5784.3,2,7,0.9779367011564212,1,0,0,24,1971.6000000000001,Premium,0
0,1,1,0,29,0,1,0,2,0,2,0,0,2,0,1,2,45.0,1228.65,2,4,0.9414942528735633,1,0,0,12,540.0,Low,0
1,0,1,0,6,1,2,1,0,0,0,0,0,0,0,1,2,75.5,438.0,0,3,0.9668874172185431,1,0,1,12,906.0,Medium,1
0,0,1,1,69,1,2,0,2,0,0,2,0,0,2,0,1,61.4,4059.85,2,5,0.9582802247084927,0,0,0,24,1473.6,Premium,0
0,0,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,94.25,6849.75,2,7,1.009394341290893,0,1,0,24,2262.0,Premium,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,20.2,0,1,1.0,0,0,1,12,242.39999999999998,Low,1
1,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,2,73.6,520.0,3,3,1.0093167701863355,1,0,1,12,883.1999999999999,Medium,1
1,0,0,0,17,1,0,0,0,0,0,2,0,0,0,0,3,51.5,900.5,1,3,1.0285551113649343,0,0,0,12,618.0,Medium,1
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,44.7,44.7,0,2,1.0,1,0,1,12,536.4000000000001,Low,1
0,0,0,0,23,1,0,1,0,2,0,2,0,0,0,1,3,79.1,1783.75,1,4,0.980459517396801,0,0,0,12,949.1999999999999,Medium,0
1,0,0,0,16,1,0,0,0,0,0,2,0,0,0,1,3,49.45,799.0,1,3,1.0098584428715873,0,0,0,12,593.4000000000001,Medium,0
1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,54.35,54.35,0,4,1.0,1,0,1,12,652.2,Medium,1
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,25.55,1867.7,2,2,1.0152750597956077,0,0,0,24,613.2,Medium,0
0,0,0,0,7,1,0,0,0,0,2,2,0,2,0,0,0,62.8,418.3,3,5,0.9515468607825297,0,0,1,12,753.5999999999999,Medium,0
1,0,1,0,70,1,2,1,0,2,2,2,0,2,2,1,0,98.7,6858.9,2,7,0.9927485887972209,0,1,0,24,2368.8,Premium,0
0,0,1,1,12,0,1,0,0,2,0,0,0,0,0,0,3,29.2,309.1,3,2,0.8821347031963471,1,0,1,12,350.4,Low,1
1,1,0,0,33,1,2,2,1,1,1,1,1,1,1,1,0,24.9,847.8,2,2,1.031763417305586,0,0,0,24,597.5999999999999,Medium,0
0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,75.45,158.4,0,3,1.0497017892644136,1,0,1,12,905.4000000000001,Medium,1
1,1,1,1,29,1,2,1,0,0,2,0,2,2,0,1,2,103.95,2964.8,2,6,0.9834967076346387,1,1,0,12,1247.4,High,0
0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,50.55,244.75,0,3,0.9683481701285855,1,0,1,12,606.5999999999999,Medium,0
0,0,0,0,34,1,0,0,2,2,0,0,0,2,1,0,2,64.35,2053.05,2,5,0.9383655560126151,1,0,0,24,1544.3999999999999,Premium,0
1,0,0,0,4,0,1,0,0,0,0,2,0,2,0,1,2,40.05,162.45,0,3,1.0140449438202248,0,0,1,12,480.59999999999997,Low,0
1,0,0,0,5,0,1,0,2,0,2,2,0,0,0,0,3,40.0,223.45,0,4,1.1172499999999999,0,0,1,12,480.0,Low,1
0,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.45,3414.65,2,6,0.9998096799695487,1,1,0,12,1205.4,High,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,19.7,220.35,3,1,0.9321065989847717,0,0,1,12,236.39999999999998,Low,0
1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.8,1514.85,2,2,0.9544165826612903,0,0,0,24,595.2,Medium,0
1,0,1,0,36,0,1,0,2,0,2,0,0,0,1,0,3,35.35,1317.95,2,3,1.0356357064277855,1,0,0,24,848.4000000000001,Medium,0
1,0,0,0,30,1,0,0,2,0,2,0,0,0,2,1,3,55.65,1653.85,2,4,0.9906259359089548,1,0,0,24,1335.6,High,0
1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.65,109.3,0,1,0.8821630347054076,0,0,1,12,247.79999999999998,Low,0
0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,0,45.55,3027.25,2,4,1.0069686990652964,1,0,0,24,1093.1999999999998,High,0
0,0,1,0,8,1,0,1,0,2,2,0,2,2,0,0,2,101.15,842.9,3,6,1.041646070192783,1,1,1,12,1213.8000000000002,High,1
0,0,1,1,11,1,2,2,1,1,1,1,1,1,2,0,3,25.0,300.7,3,2,1.0934545454545455,0,0,0,24,600.0,Medium,0
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,89.85,6697.35,2,9,1.0352671118530885,0,0,0,24,2156.3999999999996,Premium,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.5,19.5,0,1,1.0,0,0,1,12,234.0,Low,0
1,0,0,0,3,1,0,1,0,0,0,0,0,2,0,1,2,80.35,253.8,0,3,1.0528935905413817,1,0,1,12,964.1999999999999,Medium,0
0,0,1,1,72,1,2,1,2,2,0,0,2,0,2,1,0,95.9,6954.15,2,6,1.007147201946472,1,1,0,24,2301.6000000000004,Premium,0
0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,1,0,20.0,886.4,2,1,0.9848888888888888,0,0,0,24,480.0,Low,0
0,1,0,0,9,1,0,1,0,0,2,0,0,0,0,0,1,75.5,637.4,3,3,0.9380426784400294,1,0,1,12,906.0,Medium,0
0,0,1,0,57,1,2,1,2,0,0,0,2,2,0,1,2,99.65,5497.05,2,6,0.9677819737502311,1,1,0,12,1195.8000000000002,High,0
1,1,1,0,3,0,1,0,0,0,0,0,2,0,0,1,3,36.45,93.7,0,2,0.8568815729309556,1,0,1,12,437.40000000000003,Low,1
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,49.0,49.0,0,3,1.0,0,0,1,12,588.0,Medium,0
0,0,0,1,13,1,2,1,0,2,2,0,2,2,1,1,1,104.15,1299.1,1,7,0.9594889028398389,1,1,0,24,2499.6000000000004,Premium,0
1,0,1,1,53,1,0,2,1,1,1,1,1,1,1,0,1,20.2,1068.15,2,1,0.9977115636091913,0,0,0,24,484.79999999999995,Low,0
1,0,1,1,38,1,2,1,0,2,2,0,2,0,0,1,2,94.65,3624.3,2,6,1.0076737008924848,1,1,0,12,1135.8000000000002,High,1
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.95,79.95,0,3,1.0,1,0,1,12,959.4000000000001,Medium,1
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.0,40.9,0,1,1.0225,0,0,1,12,240.0,Low,0
1,1,0,0,12,0,1,0,0,0,2,2,0,2,0,1,2,43.65,526.95,3,4,1.0060137457044676,0,0,1,12,523.8,Low,1
0,0,0,0,57,1,0,0,0,2,2,2,2,0,2,0,3,69.75,3894.4,2,6,0.9795384518644281,0,0,0,24,1674.0,Premium,0
1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,3,20.2,83.75,0,1,0.8292079207920792,0,0,1,12,242.39999999999998,Low,0
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,1,70.05,266.9,0,2,0.9525339043540328,1,0,1,12,840.5999999999999,Medium,1
0,0,1,0,30,1,2,1,0,2,0,2,2,0,0,1,1,94.1,2804.45,2,6,0.9934289762663833,0,1,0,12,1129.1999999999998,High,1
1,0,0,1,25,0,1,0,2,0,0,0,2,0,1,1,1,40.65,970.55,2,3,0.9550307503075031,1,0,0,24,975.5999999999999,High,0
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,20.7,1492.1,2,1,1.0011406333870103,0,0,0,24,496.79999999999995,Low,0
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.85,70.85,0,2,1.0,1,0,1,12,850.1999999999999,Medium,1
0,0,0,0,51,1,2,2,1,1,1,1,1,1,2,0,0,24.95,1288.0,2,2,1.012220519470313,0,0,0,24,598.8,Medium,0
1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,74.6,74.6,0,3,1.0,1,0,1,12,895.1999999999999,Medium,0
1,1,1,1,32,1,0,1,0,2,0,0,2,2,0,1,3,93.95,2861.45,2,5,0.95178618946248,1,1,0,12,1127.4,High,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,20.2,0,1,1.0,0,0,1,12,242.39999999999998,Low,1
0,0,1,1,68,1,2,0,2,2,2,2,2,2,2,0,1,88.0,6161.9,2,9,1.0297292780748661,0,0,0,24,2112.0,Premium,0
1,0,1,0,21,1,2,1,0,2,2,2,2,2,0,1,2,111.2,2317.1,1,8,0.9922490578965397,0,1,0,12,1334.4,High,1
0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,0,101.05,5971.25,2,6,0.9687218630608123,1,1,0,24,2425.2,Premium,0
1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,1,0,25.05,852.7,2,1,1.0011741223435482,1,0,0,12,300.6,Low,0
0,0,1,1,38,1,0,2,1,1,1,1,1,1,2,1,3,19.95,756.4,2,1,0.9977575517741722,0,0,0,24,478.79999999999995,Low,0
0,0,0,1,12,1,2,1,0,0,0,0,2,0,0,1,2,84.05,966.55,3,4,0.9583085465000992,1,0,1,12,1008.5999999999999,High,0
1,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,2,54.3,54.3,0,4,1.0,1,0,1,12,651.5999999999999,Medium,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,21.05,21.05,0,1,1.0,0,0,1,12,252.60000000000002,Low,0
0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,1,19.7,730.4,2,1,1.0593183466279912,0,0,0,24,472.79999999999995,Low,0
1,1,1,0,23,1,2,1,0,0,0,0,0,2,0,0,2,86.8,1975.85,1,4,0.9897064716489682,1,0,0,12,1041.6,High,0
0,0,1,1,71,1,0,1,0,0,2,0,0,0,2,0,2,76.05,5436.45,2,3,1.0068339028252353,1,0,0,24,1825.1999999999998,Premium,0
0,0,0,0,19,0,1,0,0,0,0,0,2,2,1,1,1,44.85,893.55,1,3,1.048582995951417,1,0,0,24,1076.4,High,1
1,1,0,0,55,0,1,0,0,0,2,0,2,2,1,1,0,50.05,2743.45,2,4,0.9966215602579238,1,0,0,24,1201.1999999999998,High,0
1,0,1,1,31,1,2,2,1,1,1,1,1,1,2,0,3,25.75,755.6,2,2,0.9465706232383339,0,0,0,24,618.0,Medium,0
1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.95,58.3,0,1,0.9741019214703426,0,0,1,12,239.39999999999998,Low,0
1,1,1,0,16,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1587.55,1,6,1.004778481012658,1,1,0,12,1185.0,High,1
1,0,1,1,44,0,1,0,0,0,2,2,2,2,1,1,2,54.3,2317.1,2,5,0.9698225347396618,0,0,0,24,1303.1999999999998,High,0
0,0,1,1,48,1,2,1,2,2,0,0,2,2,1,1,1,103.25,5037.55,2,7,1.016454802259887,1,1,0,24,2478.0,Premium,1
0,0,1,1,35,1,2,2,1,1,1,1,1,1,2,0,0,24.3,821.6,2,2,0.9660199882422105,0,0,0,24,583.2,Medium,0
1,0,1,0,67,1,2,1,0,2,2,2,2,2,2,1,0,111.3,7567.2,2,8,1.0147644526692683,0,1,0,24,2671.2,Premium,0
1,0,0,0,68,1,2,1,2,2,2,2,2,2,1,1,1,117.2,8035.95,2,9,1.0083253864685806,0,1,0,24,2812.8,Premium,0
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.55,69.55,0,2,1.0,1,0,1,12,834.5999999999999,Medium,1
1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,49.2,571.15,3,3,0.9673949864498643,1,0,1,12,590.4000000000001,Medium,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,0,1,1.0,0,0,1,12,235.79999999999998,Low,0
1,0,0,0,66,1,2,2,1,1,1,1,1,1,1,0,0,25.45,1699.15,2,2,1.0115794487110794,0,0,0,24,610.8,Medium,0
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,56.25,56.25,0,3,1.0,1,0,1,12,675.0,Medium,1
1,0,1,0,57,1,2,1,2,2,2,2,2,0,0,1,2,103.05,5925.75,2,8,1.008835772108583,0,1,0,12,1236.6,High,0
0,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.05,1559.15,2,2,1.0129612785862787,0,0,0,24,577.2,Low,0
1,0,0,0,41,1,0,1,0,2,0,2,2,0,1,1,2,89.55,3729.75,2,5,1.0158516158025903,0,0,0,24,2149.2,Premium,0
0,0,0,0,62,1,2,1,2,2,2,2,2,2,1,1,1,115.05,7133.45,2,9,1.000049067025557,0,1,0,24,2761.2,Premium,0
1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,2,75.9,75.9,0,3,1.0,0,0,1,12,910.8000000000001,Medium,1
0,1,0,0,18,1,0,1,0,2,0,0,0,0,0,1,2,73.55,1359.45,1,3,1.0268524813052347,1,0,0,12,882.5999999999999,Medium,0
0,0,1,1,41,1,0,0,2,2,0,2,2,2,2,0,2,78.45,3126.45,2,7,0.9720188406472974,0,0,0,24,1882.8000000000002,Premium,0
0,0,0,0,31,1,2,1,0,0,0,2,0,0,0,1,1,79.85,2404.15,2,4,0.9712363908134204,0,0,0,12,958.1999999999999,Medium,1
1,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,3,19.8,304.6,1,1,1.0255892255892256,0,0,0,24,475.20000000000005,Low,0
0,1,1,0,28,1,2,1,0,0,0,2,2,2,0,1,1,101.3,2812.2,2,6,0.9914680581018191,0,1,0,12,1215.6,High,1
1,0,0,0,7,0,1,0,0,0,0,0,0,0,1,1,1,24.35,150.85,3,1,0.8850102669404516,1,0,0,24,584.4000000000001,Medium,0
0,0,1,0,58,1,2,1,0,2,2,0,0,2,1,1,2,94.3,5610.15,2,6,1.0257340841774234,1,1,0,24,2263.2,Premium,0
1,0,1,0,51,1,0,0,2,2,2,2,2,2,2,1,1,83.85,4307.1,2,8,1.0071907117050758,0,0,0,24,2012.3999999999999,Premium,0
0,0,1,1,58,0,1,0,2,0,2,2,2,2,2,0,3,59.75,3624.35,2,6,1.0458375414803058,0,0,0,24,1434.0,High,0
1,0,0,1,70,1,2,1,2,2,2,2,2,2,2,1,2,114.6,7882.5,2,9,0.9826103216155572,0,1,0,24,2750.3999999999996,Premium,0
0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.45,294.45,0,3,0.9887508394895903,1,0,1,12,893.4000000000001,Medium,0
0,0,0,0,6,0,1,0,0,0,0,0,2,2,0,0,1,45.0,298.7,0,3,1.1062962962962963,1,0,1,12,540.0,Low,0
1,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,2,20.65,702.05,2,1,1.0966960868546434,0,0,0,12,247.79999999999998,Low,0
0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,90.95,6652.45,2,9,1.0158893775578766,0,0,0,24,2182.8,Premium,0
0,0,0,0,25,1,0,1,2,2,0,0,0,0,0,1,0,79.85,2015.35,2,4,1.0095679398872888,1,0,0,12,958.1999999999999,Medium,1
0,0,0,0,26,1,0,0,0,2,2,0,0,0,0,1,1,54.75,1406.9,2,4,0.9883386020372322,1,0,0,12,657.0,Medium,0
